,quotes,length
8583,"Thus they have not elevated themselves to the purity of Scepticism, because they speak of existence, and not of appearance. 
 - HoP 2",133.0
8584,"But this is nothing more than a mere form, for the content immediately destroys that which in form appears to be an assertion. 
 - HoP 2",136.0
8585,"If we say: Something is a good, thought assents to it,  and then ask, But what is the good to which thought assents?  the content here is that it should not assent. 
 - HoP 2",174.0
8586,"Hence the form is, It is a good,  but the content is that nothing should be held to be good or true. 
 - HoP 2",110.0
8587,"Thus the Sceptics also assert this: To the Sceptics all conceptions are alike in trustworthiness or untrustworthiness in relation to the ground,  to truth. 
 - HoP 2",165.0
8588,"But the Academicians say that some are probable, and others improbable, and amongst the probable, some again are to be preferred to the others. 
 - HoP 2",153.0
8589,"Preference is thus one of the forms which the Sceptics also object to ; for such expressions strike them as still too positive. 
 - HoP 2",137.0
8591,"Hence the same result is obtained, that we have already seen in systems of philosophy immediately preceding this. 
 - HoP 2",123.0
8593,"But this external and determinate truth, as finite, is not implicitly existent, so that its necessity is to vacillate and give way. 
 - HoP 2",141.0
8594,"Then when this security disappears, self-consciousness itself loses its equilibrium, and becomes driven hither and thither in unrest, fear and anguish; for its stability and rest is the permanence of its existence and truth. 
 - HoP 2",234.0
8596,"The effective principle of Scepticism,  Sextus hence tells us , is the hope of attaining to security. 
 - HoP 2",111.0
8599,"For if he holds anything to be good or evil by nature, he never is at rest, whether it be that he does not possess what he holds to be good, or that he thinks himself vexed and assailed by natural evil. 
 - HoP 2",212.0
8600,"But he who is undecided respecting that which is good and beautiful in nature, neither shuns nor seeks anything with zeal; and thus he remains unmoved. 
 - HoP 2",161.0
8601,"What happened to the painter Apelles, befalls the Sceptic. 
 - HoP 2",68.0
8604,"Hence we say that the end of the Sceptic is imperturbability in the conceptions and moderation in the affections which he is compelled to have. 
 - HoP 2",153.0
8605,"This is the indifference which the animals have by nature, and the possession of which through reason distinguishes men from animals. 
 - HoP 2",143.0
8606,"Thus, Pyrrho once showed to his fellow-passengers on board a ship, who were afraid during a storm, a pig, which remained quite indifferent and peacefully ate on, saying to them: in such indifference the wise man must also abide. 
 - HoP 2",238.0
8607,"But if to Scepticism existence was only a manifestation or conception, it was yet esteemed by it as that in respect to which the Sceptics directed their conduct, both in what they did, and what they left undone. 
 - HoP 2",221.0
8610,"From this the suspension of judgment  results, in conformity with which we select and posit nothing, and thereby complete freedom from all mental emotion is attained. 
 - HoP 2",176.0
8611,"The principle of Scepticism is thus found in the proposition that each reason is confronted by another, which holds equally good. 
 - HoP 2",139.0
8612,"We do not, however, necessarily accept affirmation and negation as opposite grounds, but merely those that conflict with one another. 
 - HoP 2",143.0
8613,"That which is felt is really existence for sensuous certainty, which simply accepts it as truth; or it is that which is felt in the Epicurean form, which consciously asserts it to be true. 
 - HoP 2",198.0
8615,"In as far as Scepticism limits itself to this, it is a moment in Philosophy itself, which last, having an attitude of negativity in relation to both, only recognizes them as true in their abrogation. 
 - HoP 2",209.0
8616,"But Scepticism thinks that it reaches further; it sets up a pretension of venturing against the speculative Idea and conquering it; Philosophy, however, since Scepticism itself is present in it as a moment, rather overcomes it. 
 - HoP 2",237.0
8617,"As far as what is sensuous and what is thought in their separation are concerned, it certainly may conquer, but the Idea is neither the one nor the other, and it does not touch on the rational at all. 
 - HoP 2",210.0
8619,"Against the Notion as Notion, ie against the absolute Notion, Scepticism does not in any way proceed; the absolute Notion is rather its weapon of defence, though Scepticism has no consciousness of this. 
 - HoP 2",212.0
8620,"We shall on the one hand see Scepticism use that weapon against the finite, and on the other, how it tries its skill upon the rational. 
 - HoP 2",145.0
8621,"But though, according to this, Scepticism always expresses itself as if everything were in appearance only, the Sceptics go further than those who support the newer and purely formal idealism. 
 - HoP 2",202.0
8622,"For they deal with content, and demonstrate of all content that it is either experienced by the senses or thought, and consequently that it has something in opposition to it. 
 - HoP 2",184.0
8623,"Thus they show in the same thing the contradiction that exists, so that of everything that is presented the opposite also holds good. 
 - HoP 2",143.0
8624,"This is the objective element in Scepticism in its manifestation, and that through which it is not subjective idealism. 
 - HoP 2",129.0
8626,"This, indeed, is a very trivial example, but its interest lies in the thought that is present in it. 
 - HoP 2",110.0
8627,"Or what is thought is set in opposition to what is thought. 
 - HoP 2",69.0
8630,"For it is frozen water, but water has no colour and hence is black; consequently snow must be the same. 
 - HoP 2",113.0
8634,"Now since what sort of thoughts reveal themselves is a matter of contingency, the manner and mode of grasping them is contingent likewise; for in one the contradiction appears thus and in another otherwise. 
 - HoP 2",216.0
8637,"Now since the sceptical doctrine consists in the art of demonstrating contradictions through these tropes, we only require to elucidate these modes. 
 - HoP 2",158.0
8640,"For they proceed against what we call common belief in the immediate truth of things, and refute it in a manner which is immediate likewise, not through the Notion but through the existence which is opposed to it. 
 - HoP 2",223.0
8641,"In their enumeration, too, there is this same absence of the Notion. 
 - HoP 2",78.0
8643,"Now though the most part of these may appear to us to be quite trivial, we must still be indulgent towards them, for they are historically, and consequently really, directed against the form it is. 
 - HoP 2",207.0
8644,"But without doubt it is a very abstract consciousness that makes this abstract form it is  its object and combats it. 
 - HoP 2",127.0
